vital,anomaly,index,value
originalrate,outlier,259,200.0
originalrate,outlier,260,200.0
originalrate,outlier,261,200.0
originalrate,outlier,262,200.0
originalrate,outlier,263,200.0
originalrate,outlier,264,200.0
originalrate,outlier,265,200.0
originalrate,outlier,266,200.0
originalrate,outlier,267,200.0
originalrate,outlier,268,200.0
originalrate,outlier,269,200.0
originalrate,outlier,270,200.0
originalrate,outlier,271,200.0
originalrate,outlier,272,200.0
originalrate,outlier,273,200.0
originalrate,outlier,274,200.0
originalrate,outlier,275,200.0
originalrate,outlier,276,200.0
originalrate,outlier,277,200.0
originalrate,outlier,278,200.0
originalrate,outlier,279,200.0
originalrate,outlier,280,200.0
originalrate,outlier,281,200.0
originalrate,outlier,282,200.0
originalrate,outlier,283,200.0
originalrate,outlier,284,200.0
originalrate,outlier,285,200.0
originalrate,outlier,286,200.0
originalrate,outlier,287,200.0
originalrate,outlier,288,200.0
originalrate,outlier,289,200.0
originalrate,outlier,290,200.0
originalrate,outlier,291,200.0
originalrate,outlier,292,200.0
originalrate,outlier,293,200.0
originalrate,outlier,294,200.0
originalrate,outlier,295,200.0
originalrate,outlier,296,200.0
originalrate,outlier,297,200.0
originalrate,outlier,298,200.0
originalrate,outlier,299,200.0
originalrate,outlier,300,200.0
originalrate,outlier,301,200.0
originalrate,outlier,302,200.0
originalrate,outlier,303,200.0
originalrate,outlier,304,200.0
originalrate,outlier,305,200.0
originalrate,outlier,306,200.0
originalrate,outlier,307,200.0
originalrate,outlier,308,200.0
originalrate,outlier,309,200.0
originalrate,outlier,310,200.0
originalrate,outlier,311,200.0
originalrate,outlier,312,200.0
originalrate,outlier,313,200.0
originalrate,outlier,314,200.0
originalrate,outlier,315,200.0
originalrate,outlier,316,200.0
originalrate,outlier,317,200.0
originalrate,outlier,318,200.0
originalrate,outlier,319,200.0
originalrate,outlier,320,200.0
originalrate,outlier,321,200.0
originalrate,outlier,322,200.0
originalrate,outlier,323,200.0
originalrate,outlier,324,200.0
originalrate,outlier,325,200.0
originalrate,outlier,326,200.0
originalrate,outlier,327,200.0
originalrate,outlier,328,200.0
originalrate,outlier,329,200.0
originalrate,outlier,330,200.0
originalrate,outlier,331,200.0
originalrate,outlier,332,200.0
originalrate,outlier,333,200.0
originalrate,outlier,334,200.0
originalrate,outlier,335,200.0
originalrate,outlier,336,200.0
originalrate,outlier,337,200.0
originalrate,outlier,338,200.0
originalrate,outlier,339,200.0
originalrate,outlier,340,200.0
originalrate,outlier,341,200.0
originalrate,outlier,342,200.0
originalrate,outlier,343,200.0
originalrate,outlier,344,200.0
originalrate,outlier,345,200.0
originalrate,outlier,346,200.0
originalrate,outlier,347,200.0
originalrate,outlier,1033,200.0
originalrate,outlier,1034,200.0
originalrate,outlier,1035,200.0
originalrate,outlier,1036,200.0
originalrate,outlier,1037,200.0
originalrate,outlier,1038,200.0
originalrate,outlier,1039,200.0
originalrate,outlier,1040,200.0
originalrate,outlier,1041,200.0
originalrate,outlier,2396,250.0
originalrate,outlier,2397,250.0
originalrate,outlier,2398,250.0
originalrate,outlier,2399,250.0
originalrate,outlier,2400,250.0
originalrate,outlier,2401,250.0
originalrate,outlier,2402,250.0
originalrate,outlier,3732,999.0
originalrate,outlier,3733,999.0
originalrate,outlier,3734,210.0
originalrate,outlier,3735,210.0
originalrate,outlier,3736,210.0
originalrate,outlier,3737,210.0
originalrate,outlier,3738,210.0
originalrate,outlier,3739,210.0
originalrate,outlier,3740,210.0
originalrate,outlier,3741,210.0
originalrate,outlier,3742,210.0
originalrate,outlier,3743,210.0
originalrate,outlier,5222,324.0
originalrate,outlier,5223,324.0
originalrate,outlier,5224,324.0
originalrate,outlier,5225,324.0
originalrate,outlier,5226,324.0
originalrate,outlier,5227,324.0
originalrate,outlier,5228,324.0
originalrate,outlier,5229,324.0
originalrate,outlier,5230,324.0
originalrate,outlier,5231,324.0
originalrate,outlier,5232,324.0
originalrate,outlier,5233,324.0
originalrate,outlier,5234,324.0
originalrate,outlier,5235,324.0
originalrate,outlier,5236,324.0
originalrate,outlier,5237,324.0
originalrate,outlier,5238,324.0
originalrate,outlier,5239,324.0
originalrate,outlier,5240,324.0
originalrate,outlier,5241,324.0
originalrate,outlier,5242,324.0
originalrate,outlier,5243,324.0
originalrate,outlier,5244,324.0
originalrate,outlier,5245,324.0
originalrate,outlier,5246,324.0
originalrate,outlier,9718,999.0
originalrate,outlier,9719,999.0
originalrate,outlier,9996,210.0
originalrate,outlier,9997,210.0
originalrate,outlier,9998,210.0
originalrate,outlier,10001,210.0
originalrate,outlier,10003,210.0
originalrate,outlier,10027,210.0
originalrate,outlier,10036,210.0
originalrate,outlier,10046,210.0
originalrate,outlier,10055,210.0
originalrate,outlier,10068,210.0
originalrate,outlier,10076,200.0
originalrate,outlier,10077,200.0
originalrate,outlier,10080,200.0
originalrate,outlier,10095,200.0
originalrate,outlier,10106,200.0
originalrate,outlier,10108,200.0
originalrate,outlier,10137,200.0
originalrate,outlier,10142,200.0
originalrate,outlier,10143,200.0
originalrate,outlier,10773,324.0
originalrate,outlier,10774,324.0
originalrate,outlier,10788,324.0
originalrate,outlier,10803,324.0
originalrate,outlier,10804,324.0
originalrate,outlier,10820,324.0
originalrate,outlier,10821,324.0
originalrate,outlier,10851,324.0
originalrate,outlier,10868,324.0
originalrate,outlier,10869,324.0
originalrate,outlier,10898,324.0
originalrate,outlier,10899,324.0
originalrate,outlier,10900,324.0
originalrate,outlier,10918,324.0
originalrate,outlier,10935,324.0
originalrate,outlier,10955,324.0
originalrate,outlier,10982,324.0
originalrate,outlier,10992,324.0
originalrate,outlier,11005,324.0
originalrate,outlier,11006,324.0
originalrate,outlier,11007,324.0
originalrate,outlier,11008,324.0
originalrate,outlier,11009,324.0
originalrate,outlier,11010,324.0
originalrate,outlier,11011,324.0
originalrate,outlier,11168,250.0
originalrate,outlier,11222,250.0
originalrate,outlier,11368,250.0
originalrate,outlier,11385,250.0
originalrate,outlier,11420,250.0
originalrate,outlier,11439,250.0
originalrate,outlier,11450,250.0
